created,text,tweet_id,coordinates,lat,long,retwc,hashtag,username,usersince,followers,friends,authorid,authorloc,geoenable,source,is_usa_loc
2021-08-09 14:48:46,b'cy mightve lent him a lil fire (lucky one mv) when he lost his powers bc a body that held raw light with all its bu\xe2\x80\xa6 https://t.co/XA0ZrOejBJ',1424744467328733186,,None,None,0,None,ً,2020-12-19 12:18:36,93,56,1340270237359300608,인 내 맘 너는 아는지 가끔  내가 알던 세상은 진짜가 아닌 fake 널 기다려 왔어 tinkerbell 위로 위로 위로 make me fly high,False,Twitter for iPhone,ME
2021-08-09 14:47:42,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424744201246240771,,None,None,135,None,Balubhai r Kodiyatar,2017-10-24 09:39:14,425,697,922759378893119488,Mangol Gujrat,False,Twitter for Android,
2021-08-09 14:47:10,"b""A devastating loss and a priceless gift! --&gt; 12-year-old Iowa boy's organ donation saves multiple lives after his d\xe2\x80\xa6 https://t.co/jOQp5ifvyR""",1424744064323244035,,None,None,0,None,Recycle Yourself,2012-05-25 20:57:49,1672,1582,590393562,USA,True,Twitter Web App,
2021-08-09 14:46:54,"b""Have you, or your friends/family, ever wanted to know what's involved with going on to the organ donation waiting l\xe2\x80\xa6 https://t.co/IedXlznHLR""",1424743997805846533,,None,None,4,None,Kidney Care UK,2011-06-17 13:17:19,8698,1177,319034693,United Kingdom,False,Hootsuite Inc.,
2021-08-09 14:45:59,"b""A devastating loss and a priceless gift! --&gt; 12-year-old Iowa boy's organ donation saves multiple lives after his d\xe2\x80\xa6 https://t.co/XChBbPClwu""",1424743769392390145,,None,None,0,None,Donate Life NW,2008-11-20 23:58:39,2101,2455,17526317,"Portland, OR",True,Twitter Web App,OR
2021-08-09 14:41:37,b'@_ginlane @SolarJones3000 @carolinefff @oflynnsocial And they do superb and essential work. Improving access means\xe2\x80\xa6 https://t.co/e4yf1SqZ63',1424742670925287431,,None,None,0,None,Anne Jackson,2012-08-04 21:31:06,234,54,737449513,,False,Twitter for Android,
2021-08-09 14:40:04,b'@SolarJones3000 @carolinefff @oflynnsocial The lazy  go-to of people who actually want to dismantle the NHS. Divers\xe2\x80\xa6 https://t.co/yWZVacBHWo',1424742277449232387,,None,None,0,None,Anne Jackson,2012-08-04 21:31:06,234,54,737449513,,False,Twitter for Android,
2021-08-09 14:31:00,"b'""Organ donation is so important, speak to your family and friends and let them know your wishes. It\xe2\x80\x99s the most self\xe2\x80\xa6 https://t.co/6XtQkG60IY'",1424739996829765638,,None,None,0,None,Organ Donation Scotland,2014-10-01 13:00:12,2135,358,2797936835,,True,Twitter Web App,
2021-08-09 14:29:27,b'@KayeSteinsapir Thank God for Molly and family.  No greater gift to give than an organ\xe2\x80\xa6\nIt is so good to hear from\xe2\x80\xa6 https://t.co/4qxrCa8aI5',1424739607682375686,,None,None,0,None,maggie,2019-10-22 16:08:51,31,120,1186675701803560961,,False,Twitter for iPhone,
2021-08-09 14:20:12,"b""#Organ donation #Cellular Memory Phenomena-Read 1st #thriller to explore #mystery 'Haunted from Within'\xe2\x80\xa6 https://t.co/hPFlxWkMI2""",1424737279604662278,,None,None,0,Organ,Ian Irvine,2013-02-04 14:55:04,96,101,1148221298,,False,Dynamic Tweets,
2021-08-09 14:16:57,b'RT @potts_kc: \xe2\x81\xa6\xe2\x81\xa6@Colts\xe2\x81\xa9 - Briggs is your super fan - has memorized every statistic. He is hanging on to give a kid a chance at life from hi\xe2\x80\xa6',1424736460444512256,,None,None,115,None,Susan Colvin,2020-02-12 19:41:49,77,187,1227679157183754240,"Bellevue, NE",False,Twitter Web App,NE
2021-08-09 14:16:40,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424736389522808835,,None,None,135,None,Jaydipsinh Rathod,2016-12-24 09:20:34,5405,1985,812588770637664256,"Dohod,Gujarat, India",True,Twitter for Android,
2021-08-09 14:04:59,b'RT @AmarYerraphotu: We can Save lives by donating blood\n\nWe can give life to others by \xe2\x80\x9cOrgan Donation: Life Goes On.\xe2\x80\x9d\n\nEnroll yourself to\xe2\x80\xa6',1424733448841809935,,None,None,15,None,ఆశయాలు Vs. రాజకీయాలు,2008-07-25 12:42:57,3349,1651,15597212,"16.5449° N, 81.5212° E",False,Twitter for Android,
2021-08-09 14:03:04,"b'RT @rehoboth4fam: Parents and guardians are warming welcome to join our organ donation awareness seminar. This project starting in sept, is\xe2\x80\xa6'",1424732966501113857,,None,None,1,None,Ugonna Chukwumaife,2020-11-26 11:59:36,27,29,1331930550421123073,,False,Twitter for iPhone,
2021-08-09 14:00:16,"b'Doctors run tests to find out if there\xe2\x80\x99s brain death. A patient with brain death has no brain activity, can\xe2\x80\x99t breat\xe2\x80\xa6 https://t.co/VME0R68Eps'",1424732265272184840,,None,None,0,None,Kidney Network,2020-12-01 07:16:30,438,444,1333671245921935360,USA,False,Sprout Social,
2021-08-09 13:59:08,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424731977878495236,,None,None,135,None,Sunny Vadhadiya (Patel) 🚩🇮🇳,2013-04-15 16:37:26,6053,6032,1354754574,"Morbi, gujarat, india",False,Twitter for Android,
2021-08-09 13:45:01,"b'The #DonationNeedsDiversity initiative honors the generosity of multicultural #donors and their families, while als\xe2\x80\xa6 https://t.co/4se0RERL0h'",1424728423994429466,,None,None,0,DonationNeedsDiversity,ESRD Network 4,2014-11-10 19:20:57,122,19,2871004407,"King of Prussia, PA",False,Sprout Social,
2021-08-09 13:36:48,b'Organ donation saves lives. https://t.co/WLXgwYBXCG',1424726359222407168,,None,None,0,None,"NewMexican, Ex-Texan",2013-02-01 04:41:35,20156,21572,1138727461,,False,Twitter Web App,
2021-08-09 13:25:45,"b""@RealBrunie I have enough savings to make the exercise not totally pointless, but I don't have a house or anything\xe2\x80\xa6 https://t.co/cT6pSEzLRj""",1424723576888991750,,None,None,0,None,Wrath of God Bot,2017-09-22 18:08:12,250,993,911291052287504384,He/They,False,Twitter Web App,
2021-08-09 13:22:22,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1424722723700420616,,None,None,86,None,🤩Ohiz🤩,2011-03-13 18:08:57,711,1030,265528182,,True,Twitter for iPhone,
2021-08-09 13:12:48,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424720316593446917,,None,None,135,None,GANESH GAMIT BJP,2014-03-02 05:05:29,294,3026,2368329732,"Mandvi, India",False,Twitter for Android,
2021-08-09 13:10:44,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424719796168400906,,None,None,135,None,Yash Ghoghari,2020-08-06 08:32:30,135,286,1291291000221118464,,True,Twitter for Android,
2021-08-09 13:07:29,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424718978711056388,,None,None,135,None,BJYM KHERGAM,2021-06-22 10:02:24,36,216,1407277677816336386,KHERGAM Navsari,False,Twitter for Android,
2021-08-09 13:00:20,"b'Alex\xc2\xa0Encila taught kids basketball at the YMCA, enjoyed frequenting local restaurants, played guitar and wrote song\xe2\x80\xa6 https://t.co/7KwMNPNqFe'",1424717180185231369,,None,None,1,None,@LifeNetHealth,2011-04-17 22:11:00,283,45,283725659,"Virginia Beach, VA",False,Oktopost,VA
2021-08-09 12:56:07,"b""RT @BJAJournals: August's #BJAEducation has some great articles:\n\nBreathing whilst prone\n\nAnaesthesia for heart transplant\n\nEthical/legal r\xe2\x80\xa6""",1424716119475118080,,None,None,12,BJAEducation,Michel MRF Struys,2018-03-15 17:59:52,78,24,974344443603181568,,False,Twitter for iPhone,
2021-08-09 12:55:51,"b'RT @BJAJournals: ""Organ failure and the need for transplantation remain high in all countries. Unmet need can lead to death on the waiting\xe2\x80\xa6'",1424716053427458054,,None,None,3,None,Michel MRF Struys,2018-03-15 17:59:52,78,24,974344443603181568,,False,Twitter for iPhone,
2021-08-09 12:55:42,"b'@Doctob The consultant who certified my wife\xe2\x80\x99s death, and was kind to me as we waited to go into organ donation, ha\xe2\x80\xa6 https://t.co/mbNMSc1134'",1424716014919487490,,None,None,0,None,Drew Law,2014-07-08 10:17:21,208,694,2611425572,"Camberwell, London",False,Twitter for iPhone,
2021-08-09 12:33:05,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424710324352020491,,None,None,135,None,Dipal Desai,2010-04-30 04:48:41,848,682,138651265,"Ahmadabad City, India",False,Twitter for Android,
2021-08-09 12:15:05,"b'Larantino was a proud dad. Through organ donation, he saved 5 lives.\n\nAugust is National Multicultural Donor Awaren\xe2\x80\xa6 https://t.co/nwm2oZVMJf'",1424705795015516161,,None,None,1,None,LifeShare Oklahoma,2011-06-27 20:59:04,2103,1765,325163455,"Oklahoma, USA",True,Agorapulse app,OK
2021-08-09 12:13:25,b'RT @Dharmic_N: Unpopular opinion. Organ donation is h@ram in Izlam. So its usually H!ndus who donate organs and bring life and hope to othe\xe2\x80\xa6',1424705372275691526,,None,None,10,None,🕉Saffron Baroness ரம்யா✡,2021-08-08 16:07:06,31,229,1424401712014528518,"TN, Bharat + NJ, USA",False,Twitter for Android,TN
2021-08-09 12:08:08,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1424704045919449089,,None,None,86,None,carla maloney,2012-09-13 15:55:57,1186,4253,821738922,,True,Twitter for iPhone,
2021-08-09 12:07:36,"b'On occasion of World Organ Donation Day, we begin a revolutionary initiative to save millions of lives through the\xe2\x80\xa6 https://t.co/NzyH2J2tOE'",1424703908287369226,,None,None,0,None,One Million Pledge,2021-07-30 07:21:57,3,1,1421008061771046914,,False,Twitter Web App,
2021-08-09 12:05:11,b'@Donate4Daithi @FeileBelfast @NHSOrganDonor @OrganDonationNI @share_wishes @niodst @publichealthni @FailteFeirste O\xe2\x80\xa6 https://t.co/uPKxETNd2N',1424703302994907143,,None,None,1,None,Mac,2011-05-10 21:59:28,2,10,296510158,The smokeless zone.,False,Twitter Web App,
2021-08-09 11:58:34,"b'RT @RutamV: One of the biggest organ donation initiatives to begin..\nSave lives, take a pledge for #OrganDonation\n\n#OneMillionpledge\n@Notto\xe2\x80\xa6'",1424701637663232001,,None,None,1,OrganDonation,Nirnay Kapoor,2010-05-25 09:41:11,7042,68,147896740,"Ahmadabad City, India",True,Twitter for iPhone,
2021-08-09 11:50:05,"b""@KayeSteinsapir My father died of a massive heart attack and while his organs couldn't be donated, he donated other\xe2\x80\xa6 https://t.co/JW4ZnJBa4a""",1424699502863265792,,None,None,0,None,😷Keely Tolbert😷,2012-07-16 16:35:47,182,436,637180635,Wichita,False,Twitter for Android,KS
2021-08-09 11:38:15,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424696524701724677,,None,None,135,None,Pritesh Khandavala,2020-05-23 16:55:34,13,29,1264238470962327560,"Gujarat, India",True,Twitter for iPhone,
2021-08-09 11:28:06,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424693970689421318,,None,None,135,None,Makwana Vallbhbhai,2020-08-28 09:34:10,210,58,1299278952402305030,,False,Twitter for Android,
2021-08-09 11:05:55,b'Why is trying to open an account with @StarlingBank like giving an organ?\n\nAny recommendations please for business\xe2\x80\xa6 https://t.co/GLTkpjeQ72',1424688387680768002,,None,None,0,None,Laura Hitchen,2009-05-19 20:44:11,1164,90,41205797,"Saint Helens, England",True,Twitter for iPhone,
2021-08-09 11:00:12,"b'RT @MohanFoundation: Here are the ""Best Photos"" from the photo contest conducted by: Department of Social Work Stella Maris College (Autono\xe2\x80\xa6'",1424686949462200320,,None,None,4,None,Being Samajik Evam Sanskritik Sanstha,2021-05-12 09:53:14,80,46,1392417386674851842,India,True,Twitter for Android,
2021-08-09 10:59:09,"b'RT @pcerpanvel: TALK ON ORGAN DONATION &amp; POSTER MAKING CONTEST on the theme \'""FROM DUST TO LIFE"" - THROUGH ORGAN DONATION\' \nRegister for Ta\xe2\x80\xa6'",1424686682486366209,,None,None,1,None,namrata,2019-07-23 04:29:23,29,64,1153522471183638534,,False,Twitter Web App,
2021-08-09 10:58:19,"b'TALK ON ORGAN DONATION &amp; POSTER MAKING CONTEST on the theme \'""FROM DUST TO LIFE"" - THROUGH ORGAN DONATION\' \nRegiste\xe2\x80\xa6 https://t.co/gdS7W0J34J'",1424686473765277704,,None,None,1,None,"Pillai College of Education & Research, Panvel",2019-12-10 13:59:42,87,43,1204400254818254848,,False,Twitter Web App,
2021-08-09 10:50:24,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1424684480787324938,,None,None,86,None,Dormouse Daughter 🇪🇺 ⚫💙,2016-01-09 21:48:59,1526,1015,4758165623,,True,Twitter for Android,
2021-08-09 10:50:23,"b'RT @BlakeFerguson1: @TrilliumGift @CTAOntario Today we had the honour of dedicating this bench in memory of Ron Simpson, a dedicated member\xe2\x80\xa6'",1424684476886568961,,None,None,1,None,Trillium Gift of Life Network (Ontario Health),2011-06-06 13:25:24,6811,3336,312025574,"Ontario, Canada",False,Twitter Web App,CA
2021-08-09 10:25:59,b'Did you know about the important dates coming up ?\n13th august- World organ donation day [to spread awareness about\xe2\x80\xa6 https://t.co/Qd8UMUqZOQ',1424678338786824199,,None,None,0,None,TheHelpingHand,2020-12-26 17:03:25,86,10,1342878633921155072,India,False,Twitter for iPhone,
2021-08-09 10:22:37,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1424677489960435717,,None,None,86,None,Caroline,2020-05-08 11:58:42,353,513,1258727856575844352,,False,Twitter Web App,
2021-08-09 10:17:41,"b'One of the biggest organ donation initiatives to begin..\nSave lives, take a pledge for #OrganDonation\xe2\x80\xa6 https://t.co/An0CKYpNIJ'",1424676247687221252,,None,None,1,OrganDonation,Rutam Vora,2010-07-03 05:42:57,1828,1684,162281405,Ahmedabad ↔️ Vadodara ,False,Twitter for Android,
2021-08-09 10:09:38,b'RT @potts_kc: \xe2\x81\xa6\xe2\x81\xa6@Colts\xe2\x81\xa9 - Briggs is your super fan - has memorized every statistic. He is hanging on to give a kid a chance at life from hi\xe2\x80\xa6',1424674222245179394,,None,None,115,None,Manny j,2016-10-27 17:24:16,76,765,791692001267687424,,True,Twitter for iPhone,
2021-08-09 10:08:21,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424673899887751174,,None,None,135,None,dave yagneshg,2019-12-21 15:30:24,38,81,1208409193293795328,,True,Twitter for Android,
2021-08-09 10:03:19,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1424672634839748609,,None,None,86,None,Peter Knoppik,2020-03-18 15:23:42,178,695,1240297579935604738,,False,Twitter Web App,
2021-08-09 09:46:23,"b'Sign up online : https://t.co/yJpFtL2Oef\n\nOr call us on the toll free number 1800 103 7100 for any queries. \n\n""Orga\xe2\x80\xa6 https://t.co/YhFyRvf2PM'",1424668373439303688,,None,None,0,None,MOHAN Foundation,2010-02-02 08:42:42,1849,338,110649823,India,True,Twitter for Android,
2021-08-09 09:33:45,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424665192810618880,,None,None,135,None,chirag doshi,2018-06-29 06:26:43,192,155,1012583121558986752,"Gujarat, India",True,Twitter for iPhone,
2021-08-09 09:31:15,b'RT @AliDawson_: I donated a kidney to my former teacher Sonia Leonardo. The whole experience has been life enriching beyond anything I coul\xe2\x80\xa6',1424664563686035458,,None,None,22,None,Philip Normal,2009-04-29 20:34:28,38768,25668,36471948,OVAL ,True,Twitter for iPhone,
2021-08-09 09:21:27,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424662097640660995,,None,None,135,None,BJP_DHARAMPUR(CITY)_SOCIAL Media,2021-08-05 06:26:32,19,3,1423168395445366786,,False,Twitter Web App,
2021-08-09 09:11:34,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424659608618999817,,None,None,135,None,Hemant Kansara 🇮🇳,2020-11-12 14:12:57,1199,258,1326890330608730112,"Valsad, India",False,Twitter for iPhone,
